dim_is_requested,ds_night,id_listing_anon,id_user_anon,m_effective_daily_price,m_pricing_cleaning_fee,dim_market,dim_lat,dim_lng,dim_room_type,dim_person_capacity,dim_is_instant_bookable,m_checkouts,m_reviews,days_since_last_booking,cancel_policy,image_quality_score,m_total_overall_rating,m_professional_pictures,dim_has_wireless_internet,ds_night_day_of_week,ds_night_day_of_year,ds_checkin_gap,ds_checkout_gap,occ_occupancy_plus_minus_7_ds_night,occ_occupancy_plus_minus_14_ds_night,occ_occupancy_trailing_90_ds,m_minimum_nights,m_maximum_nights,price_booked_most_recent,listing_m_listing_views_2_6_ds_night_decay,general_market_m_unique_searchers_0_6_ds_night,general_market_m_contacts_0_6_ds_night,general_market_m_reservation_requests_0_6_ds_night,m_available_listings_ds_night,list_count
TRUE,7/7/15,99fcde64-bbf8-409c-890f-21e910a9d127,663dece9-0618-405c-a2bf-bef6005a40b1,99.88617187,33.34148438,Paris,48.89078,2.326136,Entire home/apt,4,TRUE,108,47,6,3,0.930172,186,12,1,2,188,7,7,0,0,0.736263736,2,1125,132,0.133333333,2447.428571,770.4285714,160.1428571,22289,6
FALSE,7/2/15,c93c54fa-f3b6-43c7-b193-a758097e7991,9b764938-3bc9-4529-86ea-70204df1d97b,185,60,San Francisco,37.7364,-122.414116,Entire home/apt,6,FALSE,54,37,15,5,NA,157,0,1,4,183,0,0,0,0,0.806451613,3,90,155,1.066666667,1006,126.8571429,25,2311,1
FALSE,7/3/15,acbb1f00-e929-478d-8366-63751256643f,053c4455-2f4e-4375-96ea-d5a520bc93a6,110.1904095,56.09024048,Paris,48.89357,2.093671,Entire home/apt,4,FALSE,1,0,279,4,0.48717,0,0,1,5,184,7,7,0,0,0,30,365,132,0,2542,666.4285714,150.2857143,21544,1
FALSE,7/7/15,4d6d9800-51ab-4385-a400-ac9bccdf3ae5,19762dcc-5395-4119-8022-1e8782e73011,77.79549823,0,Paris,48.884438,2.391795,Entire home/apt,2,FALSE,2,1,348,4,0.360246,5,0,1,2,188,7,3,0,0,0,3,30,95,0,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/2/15,6b9157b3-bf5a-4ad3-90df-7d4f892a1320,bed6906f-7360-4612-b0d9-45d6c2f8caa6,39,0,San Francisco,37.68484,-122.46587,Private room,2,FALSE,0,0,NA,5,0.412727,0,0,0,4,183,7,7,0,0,0,91,91,NA,0,1006,126.8571429,25,2311,2
FALSE,7/3/15,348d0def-b06b-416e-8f01-30b243318e7c,f035f0de-50c1-4c66-82c8-63adb5ec4838,239,80,Los Angeles,34.102486,-118.33754,Entire home/apt,6,FALSE,9,5,8,4,0.346292,25,0,1,5,184,6,0,0.533333333,0.620689655,0.583333333,1,120,239,0.733333333,2047.571429,439.4285714,74,8411,1
FALSE,7/4/15,342251f6-ff7a-402b-9a5d-11535a4053f0,3a8da7d1-af09-44b1-aaa5-eac9ca62d3f3,59.26290292,56.09024048,Paris,48.84895,2.324515,Entire home/apt,2,FALSE,62,34,16,4,NA,117,12,1,6,185,0,3,0.666666667,0.793103448,0.775,6,60,57,0,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/4/15,69835d9b-87b4-4944-9835-70daff437801,b49ee15d-6081-46cc-854a-362efa4f570f,68,0,Paris,48.85808,2.400455,Entire home/apt,2,FALSE,0,0,NA,5,0.534117,0,0,1,6,185,4,7,0,0,NA,1,1125,NA,0,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/3/15,0af9cede-1859-4d3f-832d-53b60dfb6118,c8ab91fd-4a43-47aa-9b49-a5093ab03b2d,1000,295,Los Angeles,34.128693,-118.153305,Entire home/apt,8,FALSE,0,0,NA,5,0.673511,0,0,1,5,184,7,7,0,0,0,4,60,NA,0.133333333,2047.571429,439.4285714,74,8411,1
FALSE,7/3/15,757b2518-00f3-496b-8621-c5b7e6fcc546,dcc74708-d5c4-47b2-bc0c-97bf5abfcd99,175,0,Los Angeles,34.053932,-118.36297,Entire home/apt,7,FALSE,0,0,NA,3,0.89706,0,19,1,5,184,7,7,0,0,0,1,1125,NA,13.53333333,2047.571429,439.4285714,74,8411,1
TRUE,7/3/15,a46fdfd8-486a-4d15-8902-2ab0063ccd07,32268ea8-2bad-4e87-b79a-1b8d1cd48978,175,35,Los Angeles,34.01034,-118.43748,Entire home/apt,2,TRUE,145,109,4,4,0.788042,507,1,1,5,184,7,7,0,0,0.797979798,2,20,120,0.4,2047.571429,439.4285714,74,8411,1
TRUE,7/2/15,11152522-220d-46b2-94a7-0f9836a10a94,148bd06a-5841-4757-80b8-c6f22facb776,65.8987306,22.0380819,Paris,48.88344,2.372276,Entire home/apt,2,TRUE,0,0,NA,5,NA,0,0,1,4,183,7,7,0,0,NA,2,330,NA,0,2397,676.7142857,144,20407,2
FALSE,7/4/15,731d4d17-ff61-4dc3-9629-59e57a71253d,459a8c1e-d843-41b6-ab56-841e5dfdcbd9,116.2894699,16.82707214,Paris,48.84468,2.289236,Entire home/apt,2,FALSE,15,13,2,4,0.948171,61,0,1,6,185,7,7,0,0,0.415730337,1,1125,110,0,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/7/15,e00a9f95-f81b-4d81-849e-45c788f70ecf,e19c223e-7dd6-4860-a6d9-c28eece83fb6,88.90914083,0,Paris,48.87801,2.327775,Private room,1,FALSE,0,0,NA,3,0.253682,0,0,0,2,188,7,7,0,0,NA,1,1125,NA,0,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/5/15,12020860-964e-4fdd-bce4-e39b36dc7de4,c6d7e1e9-32c6-46fd-bea5-c70e1ee0627f,90,25,Los Angeles,34.095047,-118.278404,Private room,1,FALSE,16,14,19,3,0.488753,69,0,1,0,186,7,7,0,0,0.381578947,2,1125,90,0,1837.571429,422.1428571,59.57142857,8809,1
FALSE,7/5/15,0358e1ac-1608-4f99-8772-096e41bb9393,16d2b850-1085-4b5a-9695-c96301530aad,112.7770816,0,Paris,48.815712,2.192985,Entire home/apt,7,FALSE,0,0,NA,3,NA,0,0,1,0,186,1,7,0,0,0,7,21,NA,0,2426.428571,680.4285714,139.7142857,22177,1
TRUE,7/5/15,dd5f47ee-8904-4134-a484-41336cf01250,c824df79-6aa5-49f9-a897-99a7f6d4de18,83.93672916,44.75925005,Paris,48.868748,2.368103,Entire home/apt,2,FALSE,45,33,44,4,0.693848,138,0,1,0,186,7,7,0,0,0.204545455,5,365,90,0.133333333,2426.428571,680.4285714,139.7142857,22177,1
TRUE,7/5/15,e3d4f8be-71db-4d78-8d75-45a7961c50f2,036be902-0090-4738-9c8e-cf7e178a3afd,49.33333333,0,Paris,48.8853,2.380052,Entire home/apt,2,FALSE,6,4,72,3,0.191786,17,0,1,0,186,7,7,0,0,0.103448276,1,1125,71,0,2426.428571,680.4285714,139.7142857,22177,1
TRUE,7/1/15,3caf92a9-16e4-41b7-a364-beef89e67f0a,62f972f5-2881-4274-b605-53a0dcc03ba1,52.08163265,30,Los Angeles,34.15396,-118.37064,Private room,2,TRUE,1,1,6,3,NA,5,15,1,3,182,7,7,0,0,0.285714286,2,1125,65,3.333333333,1658.142857,367.7142857,47.85714286,8955,1
TRUE,7/4/15,cf5a8099-3574-4e5b-981e-9fa7e2fa6d0f,854c0f04-7e80-4e6b-be2b-5fce171592cd,110,65,Los Angeles,34.09551,-118.34647,Entire home/apt,2,FALSE,26,15,7,5,0.551234,71,7,1,6,185,6,5,0.2,0.551724138,0.880434783,1,31,122,4.333333333,2104.857143,467.1428571,79.42857143,8337,2
FALSE,7/2/15,b65b5b4a-1cad-4c30-9927-85e355fbc210,259a7520-4868-464f-8aea-345a708be9ff,109.3768819,44.87219238,Paris,48.89112,2.346182,Entire home/apt,2,FALSE,0,0,NA,4,0.830167,0,0,1,4,183,7,7,0,0,0,2,7,NA,0,2397,676.7142857,144,20407,1
FALSE,7/4/15,2a13b748-2d95-4d73-aa9f-19db7d64921f,1b5669ca-da65-4800-8aff-a84bb0a57ba3,83.86259847,0,Paris,48.843506,2.389121,Entire home/apt,2,FALSE,4,2,41,3,0.067628,9,0,1,6,185,7,7,0,0.172413793,NA,1,1125,31,0.133333333,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/7/15,62fcc768-76e9-43b6-8e4f-817b498213b2,d99a88db-8ac7-4c1a-8e9c-ea0218b59b20,101.4050937,11.18981251,Paris,48.882957,2.349493,Entire home/apt,5,TRUE,33,19,26,4,0.948459,59,0,1,2,188,1,0,0.666666667,0.4,0.731707317,2,20,137,0,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/7/15,bedd71e4-faa3-469e-8404-3447d94e3da8,d104b044-8191-46e8-9a00-7f25041d7095,950,100,San Francisco,37.79805,-122.399956,Entire home/apt,4,TRUE,1,0,2,5,0.67581,0,0,1,2,188,7,7,0,0,0,2,30,714,0.733333333,932.4285714,140.5714286,27.71428571,2268,2
FALSE,7/5/15,76e8baa9-9bbd-4711-9546-df1d44cbc9d3,80cf7efb-d229-48ce-9884-57707d59b1cd,69,60,Los Angeles,34.04298,-118.47806,Private room,1,FALSE,8,2,109,4,0.918361,10,14,1,0,186,7,7,0,0,0.244444444,1,1125,42,1.066666667,1837.571429,422.1428571,59.57142857,8809,3
TRUE,7/3/15,28f477cc-7eca-4ade-a534-f11e39d6db70,942c96b2-bf43-4cb4-9fd2-7beee1250a30,215.6504214,56.74789276,Paris,48.85083,2.348805,Entire home/apt,2,FALSE,0,0,NA,4,NA,0,0,1,5,184,7,7,0,0,0,4,1125,NA,1.333333333,2542,666.4285714,150.2857143,21544,1
FALSE,7/4/15,18f5b18d-f497-4aba-bd84-7ec5a33261e0,68222ba7-7f08-466b-bf61-acbbb632aff1,100,100,Paris,48.842194,2.330733,Entire home/apt,2,FALSE,1,1,665,5,0.361582,5,0,1,6,185,7,7,0,0,0,28,120,83,0.533333333,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/6/15,b879c826-e6d3-4e2a-9776-9a8358154925,bbc5435c-046d-483c-a7e9-52438ef3d155,106.2639828,58.21896362,Paris,48.853317,2.383036,Entire home/apt,4,FALSE,46,30,3,4,0.819884,135,14,1,1,187,2,2,0.666666667,0.655172414,0.505747126,2,30,104,0.333333333,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/2/15,a1c3e11c-5f7b-4392-ab7b-6064c1734b83,cf5e60bc-e6ab-4d6b-a32e-b8f1ee008f29,85,0,Los Angeles,34.173847,-118.10144,Private room,2,FALSE,21,11,6,3,0.863308,46,19,1,4,183,7,7,0,0,0.077777778,1,1125,85,0,1833.714286,404.2857143,62.28571429,8676,1
FALSE,7/3/15,ff84621c-a9e7-440d-bdfc-0b8081480895,3425664c-8bc7-4964-8ee8-36bee7fcb4cd,94.76375216,16.80314636,Paris,48.870255,2.384508,Entire home/apt,3,FALSE,21,15,29,5,0.980348,58,20,1,5,184,0,1,0,0,0.24,2,1125,73,0.2,2542,666.4285714,150.2857143,21544,1
FALSE,7/6/15,4ba979a0-c24e-4ebc-bb1a-28bb9d1fbe96,334e0e28-8deb-405a-a0ac-a7e18023ada5,89.48545923,0,Paris,48.84498,2.386053,Entire home/apt,3,FALSE,23,14,14,4,0.745411,62,0,1,1,187,7,7,0,0.137931034,0.43902439,2,15,89,0.866666667,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/7/15,8f3a291c-b16a-4f18-9858-f81e5e9d20af,59b2166d-da06-4b06-996f-b1b004308548,100.0227834,0,Paris,48.87084,2.36417,Entire home/apt,2,FALSE,30,21,4,5,0.789808,91,13,1,2,188,0,7,0.428571429,0.464285714,0.962025316,3,120,99,0.266666667,2447.428571,770.4285714,160.1428571,22289,1
TRUE,7/1/15,555b4aec-80fd-462b-96ea-8cc235f42e4c,8214c919-070e-469e-9317-7cb97c41624c,96.08575679,44.74272962,Paris,48.85881,2.346062,Entire home/apt,2,FALSE,9,3,2,5,0.775185,14,0,1,3,182,7,3,0.266666667,0.310344828,0.542857143,3,30,93,3.333333333,2311,627.5714286,140.2857143,20164,4
FALSE,7/4/15,57d22fb5-e7b9-40eb-9e95-90785dcdf39c,06e8285b-36ea-482d-98e7-b876f6386f29,122.9984778,78.52633667,Paris,48.85722,2.364403,Entire home/apt,4,FALSE,5,3,95,4,0.943115,15,23,1,6,185,6,7,0,0,0.566666667,10,60,91,1,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/2/15,8c785965-8be6-401b-8768-21b37048648b,50309318-e4df-4c5f-8dc4-957f6ea39152,155.1022163,67.69335096,Paris,48.84286,2.347178,Entire home/apt,3,FALSE,34,24,20,5,0.424307,112,0,1,4,183,3,7,0.214285714,0.130434783,0.625,1,1125,157,0.533333333,2397,676.7142857,144,20407,1
FALSE,7/5/15,683dca0c-ae92-4228-bb89-750a26826f53,9144d907-5c8e-43cc-bc79-57cbf5621585,84.58281117,89.74438477,Paris,48.800938,2.321137,Entire home/apt,6,FALSE,14,5,48,3,0.988804,16,14,1,0,186,7,7,0,0,0.153846154,5,365,88,0,2426.428571,680.4285714,139.7142857,22177,1
TRUE,7/1/15,0e8e6838-bb80-4657-8992-f576d304ed9b,78a46a22-c320-46f3-8810-34812a662896,23.21212121,0,Los Angeles,34.245697,-118.55952,Shared room,6,FALSE,27,13,0,3,0.332882,59,0,1,3,182,7,7,0,0,0.259615385,1,1125,35,4.8,1658.142857,367.7142857,47.85714286,8955,9
TRUE,7/3/15,c8c71906-b149-4585-b0df-c82d286651f6,84ce6106-7612-48c0-a2ce-22c02788d1b6,129.212766,60,Los Angeles,34.163654,-118.162994,Private room,4,FALSE,1,1,520,5,0.909131,5,0,1,5,184,7,7,0,0,0,3,1125,350,0.333333333,2047.571429,439.4285714,74,8411,1
FALSE,7/3/15,f2b17e3a-ead1-4ea1-bbf5-137b4561fc45,cdc2e19a-965e-4e9b-910f-4bfd00445dc3,77.13328664,44.87219238,Paris,48.88864,2.348149,Entire home/apt,4,FALSE,7,4,141,4,0.140732,18,0,1,5,184,0,0,NA,NA,NA,1,1125,52,0,2542,666.4285714,150.2857143,21544,1
FALSE,7/6/15,a28caec5-fff0-4402-a31b-bcba1855f004,fbbad5c9-549a-44e1-bd49-030ce8532ceb,39.14988841,0,Paris,48.84743,2.537357,Private room,2,FALSE,6,4,28,5,0.007083,17,0,1,1,187,7,7,0,0,0.045977011,2,10,40,0,2471.142857,656.5714286,142.8571429,22228,1
TRUE,7/4/15,6906b7fd-ec25-42a3-949d-9fbda81438a5,8445806a-ec2d-4ae0-8b62-0bda09510b2e,94,25,Los Angeles,34.17905,-118.371765,Entire home/apt,4,TRUE,29,12,21,4,0.892133,50,0,1,6,185,7,5,0.133333333,0.310344828,0.9,1,60,82,0.866666667,2104.857143,467.1428571,79.42857143,8337,2
TRUE,7/4/15,8a98342a-d88b-4693-8fe1-1e0ccc8777ef,6d483c65-2d52-4fb1-b945-1fe4b220e1f0,56.53947445,33.90788325,Paris,48.88215,2.297919,Private room,2,FALSE,2,1,14,5,NA,4,0,1,6,185,7,7,0,0,0.055555556,2,1125,56,0.933333333,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/5/15,ddb8b7f2-0deb-40aa-9617-284013121ab4,0937f3c5-4de1-489a-b46d-ed0a2d038d0e,93.89155569,33.21688862,Paris,48.838535,2.252216,Entire home/apt,4,FALSE,2,2,22,4,0.858801,8,0,1,0,186,7,7,0,0,0.064516129,1,30,156,0,2426.428571,680.4285714,139.7142857,22177,1
TRUE,7/2/15,2ea28fb1-045a-4406-ae75-2ff4ff027d69,d4b91bb0-2a43-4855-8994-ff83829df90f,195,100,Los Angeles,34.06722,-118.397736,Entire home/apt,2,FALSE,19,10,19,5,0.55971,45,0,1,4,183,7,7,0,0.137931034,0.111111111,1,1125,179,0.066666667,1833.714286,404.2857143,62.28571429,8676,1
FALSE,7/6/15,695289fd-ddd0-4c3f-ad27-767d654e2cbf,29d96e88-5781-45ec-b146-55b00af7b373,199,40,Los Angeles,34.0528,-118.263725,Entire home/apt,4,FALSE,0,0,17,4,NA,0,0,0,1,187,7,7,0,0,NA,1,1125,199,0,1779.857143,413.8571429,55.28571429,8984,5
FALSE,7/7/15,613ff650-c537-4003-83cc-5243dd40ebc5,89ca3c48-2690-4c75-a582-b80c71e6ccb7,305.6251716,67.17573547,Paris,48.844322,2.324148,Entire home/apt,4,TRUE,23,11,21,4,0.510766,49,0,1,2,188,2,0,0,0,0.083333333,3,1125,205,0,2447.428571,770.4285714,160.1428571,22289,3
TRUE,7/7/15,184b778f-c7f7-4359-84eb-4dd049ea62b9,a7036894-fe17-463b-8e14-139b47da568c,125,75,Los Angeles,34.08404,-118.27111,Entire home/apt,3,FALSE,20,12,30,3,0.923847,59,0,1,2,188,7,7,0,0,0.681818182,2,1125,120,0.466666667,1768.428571,448.1428571,62.71428571,8965,1
TRUE,7/4/15,1adcc4e5-6361-42d4-bd6a-5d764e4605d2,d56e51c8-80f8-4431-a525-1c7f8828fcba,88.40343807,22.19312386,Paris,48.85448,2.320053,Entire home/apt,2,FALSE,36,30,2,4,0.903705,134,0,1,6,185,5,7,0.133333333,0.137931034,0.674157303,1,18,115,0.933333333,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/4/15,1fd04110-1fcf-46de-abb0-3b133da2f6c8,cbcd16bf-87bf-4f37-8aff-15b62337336d,83.86259847,28.04512024,Paris,48.895554,2.241213,Entire home/apt,3,TRUE,1,0,3,5,0.830172,0,0,1,6,185,7,7,0,0,0.111111111,1,60,72,0,2643.285714,692.2857143,156.1428571,22088,1
TRUE,7/1/15,472a6615-cba1-43e9-8300-36a055957e18,b6894f27-1a6e-4946-bc6f-4a2454089035,100,0,San Francisco,37.776196,-122.48705,Private room,2,FALSE,8,3,0,3,0.767468,15,0,1,3,182,2,2,0.533333333,0.464285714,0.714285714,1,28,100,2.333333333,945.4285714,119.1428571,21.71428571,2285,1
FALSE,7/7/15,5b513457-e914-4c8a-99e3-0bec4e5db051,d5ccff5c-2846-4cfd-bd0d-eb11e6d2e9ce,1100,300,Los Angeles,34.06906,-118.55137,Entire home/apt,16,FALSE,0,0,NA,5,0.095328,0,0,1,2,188,2,7,0,0,0,7,29,NA,0,1768.428571,448.1428571,62.71428571,8965,4
FALSE,7/2/15,22fc1ccd-1211-4d63-806d-f90ea3f48cb3,4cbb0667-1b0d-4de3-b960-e9543f624626,42.65698392,28.04512024,Paris,48.818348,2.30202,Shared room,2,FALSE,0,0,NA,4,NA,0,0,1,4,183,7,7,0,0,0,4,15,NA,0,2397,676.7142857,144,20407,1
TRUE,7/4/15,03b706c5-5dd7-48bb-a99a-49204df8cd42,35b7168e-b3f0-4a24-a21e-31e9486646e0,132.9523036,11.0953929,Paris,48.836483,2.25095,Entire home/apt,6,FALSE,2,2,60,4,0.708703,7,0,1,6,185,1,1,0,0,0.416666667,2,365,117,0,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/1/15,0c145eda-d07a-4909-9c7b-45fb3c84cd61,fb417637-6e6b-4413-92c8-30d9d142a693,79,0,Los Angeles,34.164623,-118.35211,Private room,2,FALSE,1,1,160,4,0.791304,5,0,1,3,182,7,7,0,0,0,2,30,58,0,1658.142857,367.7142857,47.85714286,8955,1
FALSE,7/7/15,5a80576c-e64d-491a-ad1b-307dad3dded9,b3f08b9f-b033-40e6-8fd5-7d73d8644945,72.23867693,0,Paris,48.85542,2.222325,Private room,1,FALSE,0,0,NA,5,NA,0,0,1,2,188,6,7,0,0,NA,30,60,NA,0,2447.428571,770.4285714,160.1428571,22289,1
FALSE,7/3/15,0c5f3d14-e1ac-4679-a583-38b802db9a2f,b72a79a2-3326-49a9-8c05-0d864491a16a,320,60,Paris,48.896988,2.087492,Private room,6,TRUE,1,1,68,3,0.468333,5,0,1,5,184,7,7,0,0,0.08,3,30,160,0,2542,666.4285714,150.2857143,21544,1
FALSE,7/4/15,6045084d-50c3-43ae-8081-e34eff567bee,e6feda8b-69aa-4336-8de9-3dd5afcb01d4,223.6335959,33.65414429,Paris,48.836372,2.350495,Private room,4,FALSE,0,0,NA,4,0.113558,0,0,1,6,185,7,7,0,0,0,2,20,NA,0,2643.285714,692.2857143,156.1428571,22088,1
FALSE,7/6/15,581aaaf9-dacd-4b03-8a8f-541c2cc7b2d8,f8fee300-5b69-4af8-bcd6-33dc5630912b,83.89261803,0,Paris,48.85524,2.389017,Entire home/apt,2,FALSE,7,5,516,5,0.627292,23,33,1,1,187,2,7,0,0,0,5,60,48,0.066666667,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/2/15,2d51f839-66f5-4575-adca-5dfd3a6abd5e,7467d59e-d0fc-4f42-9e69-0f86a91189f6,325,60,San Francisco,37.765636,-122.441864,Private room,2,FALSE,1,1,356,5,0.671718,5,0,1,4,183,7,7,0,0,0,3,15,221,0,1006,126.8571429,25,2311,1
TRUE,7/3/15,46ec18c6-c43b-422b-909e-47659c4d02a9,23a2a4cd-93d2-4237-8788-046a2b853ac2,35.5,0,Paris,48.89342,2.349371,Shared room,2,FALSE,5,3,129,4,0.190993,14,0,1,5,184,0,2,0,0,0,1,1125,37,0,2542,666.4285714,150.2857143,21544,1
FALSE,7/2/15,792fa699-4481-418a-887b-486fe82836d3,4dfb47e9-993e-4828-8fc9-ec77b9e04b95,350,240,Los Angeles,33.99907,-118.47846,Entire home/apt,6,FALSE,7,2,91,5,0.943124,9,22,1,4,183,7,7,0,0.206896552,NA,30,1125,161,0,1833.714286,404.2857143,62.28571429,8676,3
TRUE,7/4/15,1e2c064f-4279-422a-b67a-c790156ce6d3,7ac0be46-bd15-497e-a3ee-f966c6faddf8,220,50,Los Angeles,34.086742,-118.37852,Entire home/apt,6,FALSE,16,11,13,5,0.992865,49,15,1,6,185,7,7,0,0.068965517,0.564102564,3,1125,274,0,2104.857143,467.1428571,79.42857143,8337,2
TRUE,7/1/15,1fd698c5-6fcf-4e8c-9ce2-94ae02a4c253,2a5a4519-165c-44b8-9538-4a49efdee7ce,259.1319988,45.07600853,Paris,48.868736,2.234894,Entire home/apt,4,TRUE,3,1,4,4,NA,5,20,1,3,182,7,3,0.2,0.285714286,0.301886792,3,1125,224,2.2,2311,627.5714286,140.2857143,20164,1
FALSE,7/2/15,d6c66cd4-502b-4033-88a2-08bca045d345,5cf7889d-dc96-4267-ad84-05e4512485ad,152.0338658,56.09024048,Paris,48.889923,2.323901,Entire home/apt,4,FALSE,13,6,154,4,0.985425,24,0,1,4,183,7,7,0,0,0,2,60,181,1.866666667,2397,676.7142857,144,20407,1
TRUE,7/3/15,c1549dc7-fb91-45ef-8eff-77e5f58f3346,afccf8ce-c585-4813-9e3c-175edf2f4f88,246.08025,44.75925005,Paris,48.847996,2.348399,Entire home/apt,4,FALSE,23,15,4,5,0.914174,69,0,1,5,184,1,7,0.333333333,0.24137931,0.83908046,2,365,316,1.066666667,2542,666.4285714,150.2857143,21544,1
FALSE,7/3/15,c6d1b090-c39f-4a32-b20d-cd65b99cbb17,db60ff56-afac-4962-8da3-daa1602fb509,87.0504235,0,Paris,48.87974,2.423522,Private room,2,FALSE,0,0,237,3,0.831809,0,0,1,5,184,7,7,0,0,0,2,90,41,0.066666667,2542,666.4285714,150.2857143,21544,2
FALSE,7/5/15,7249f0c7-d6a5-4e5f-bf7c-e995a21fd7d1,9acda9c3-dc42-494b-80dc-c6627317a5dd,248.1095794,67.30828857,Paris,48.880802,2.338182,Entire home/apt,7,FALSE,10,4,3,5,0.072519,19,0,1,0,186,2,7,0.333333333,0.413793103,0.138888889,2,30,204,0.266666667,2426.428571,680.4285714,139.7142857,22177,1
FALSE,7/6/15,6f6ea53c-20b4-470a-a745-813f845a9813,90021ed0-a695-47a7-b457-86f946083a4d,100.6711416,44.78382111,Paris,48.86293,2.352354,Entire home/apt,4,FALSE,5,3,45,5,0.878798,13,0,1,1,187,7,7,0,0,0.212765957,5,1125,86,0.2,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/7/15,f0789cd6-22fd-453c-a4ed-a435678403cf,de38a972-2177-44d9-b1d1-da20e413f6f8,88.90914083,39.18584442,Paris,48.884987,2.292235,Entire home/apt,4,FALSE,20,17,0,4,NA,79,20,1,2,188,0,0,0.866666667,0.931034483,0.758241758,1,10000,101,0,2447.428571,770.4285714,160.1428571,22289,2
TRUE,7/3/15,2926812c-af00-490f-a232-38ff1da97c12,663dece9-0618-405c-a2bf-bef6005a40b1,90.13962313,39.44150747,Paris,48.890305,2.324531,Entire home/apt,4,TRUE,84,33,14,3,0.785866,127,4,1,5,184,6,7,0,0,0.662162162,2,1125,95,0.866666667,2542,666.4285714,150.2857143,21544,6
FALSE,7/1/15,b0fcee25-2149-448e-a290-4c81b8c3a022,62f2eb12-9d0c-4544-9590-221cd561d815,109.9088313,33.65414429,Paris,48.839252,2.332241,Entire home/apt,4,FALSE,22,13,7,4,0.097881,61,0,1,3,182,2,0,0.166666667,0.192307692,0.408163265,3,60,110,0.133333333,2311,627.5714286,140.2857143,20164,1
FALSE,7/4/15,e68f3fbc-8c46-43d5-bb2c-83191c159add,e8329076-1215-4e7c-85ae-5f3b44bb613c,531.1297903,78.52633667,Paris,48.863785,2.363439,Entire home/apt,6,FALSE,2,2,33,5,0.545507,9,0,1,6,185,1,7,0.4,0.379310345,0,2,60,363,1.533333333,2643.285714,692.2857143,156.1428571,22088,2
FALSE,7/6/15,66f9eb9d-683a-4f1b-95aa-c0bc1c2b92b1,36d1c3a3-f45f-438f-9e53-99c51065fd89,145.4138713,0,Paris,48.90297,2.311406,Private room,6,FALSE,0,0,NA,5,0.196173,0,0,0,1,187,7,7,0,0,0,7,14,NA,0,2471.142857,656.5714286,142.8571429,22228,1
FALSE,7/2/15,e1b0f12a-ef19-465a-926a-942ab41c1f90,a68659bf-690c-4ea2-97ad-304cfb67cbc9,1500,100,San Francisco,37.801983,-122.41492,Entire home/apt,8,FALSE,5,5,5,4,0.974901,23,40,1,4,183,7,7,0,0,0,2,30,427,0.266666667,1006,126.8571429,25,2311,4
TRUE,7/7/15,868ecb6e-81f2-4726-abe2-90ec947a93dc,57147ff4-5934-4dca-8b35-d36e1072f942,139,20,Los Angeles,33.995632,-118.45496,Entire home/apt,4,FALSE,81,49,4,5,0.696215,239,0,1,2,188,0,1,0.666666667,0.793103448,0.865168539,1,1125,139,0.2,1768.428571,448.1428571,62.71428571,8965,1
TRUE,7/1/15,8a98342a-d88b-4693-8fe1-1e0ccc8777ef,6d483c65-2d52-4fb1-b945-1fe4b220e1f0,56.53947445,33.90788325,Paris,48.88215,2.297919,Private room,2,FALSE,1,1,11,5,NA,4,0,1,3,182,7,7,0,0,0.022222222,2,1125,56,1.533333333,2311,627.5714286,140.2857143,20164,1
FALSE,7/7/15,e2276faa-08e9-4e43-a645-8b22ebe7d0cc,237c94c4-e2b5-4205-af0f-8900cd46a226,154.4796322,55.97977448,Paris,48.805843,2.605843,Entire home/apt,7,TRUE,0,0,NA,5,NA,0,0,1,2,188,2,3,0,0,0,4,60,NA,0,2447.428571,770.4285714,160.1428571,22289,1
TRUE,7/2/15,caa9e90e-3705-4187-877c-9799bc06b187,3808edfe-6b3b-4317-b6eb-9ef0c894c0b2,80,30,San Francisco,37.687546,-122.46341,Private room,3,FALSE,25,11,5,5,0.971996,49,10,1,4,183,7,7,0,0,0.712765957,3,1125,80,1.4,1006,126.8571429,25,2311,14
TRUE,7/6/15,3475dd72-1ddb-4ec5-acfc-b9218df24c9c,00112d6e-a52c-4fbd-b96b-212a7662c06a,62.45439056,22.72804718,Paris,48.928513,2.456744,Entire home/apt,3,FALSE,20,11,8,5,0.300485,43,23,1,1,187,7,7,0,0,0.130434783,2,1125,60,0.6,2471.142857,656.5714286,142.8571429,22228,1
